"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"600",60204,"Rural Municipality","Karnali Province","Mugu","Khatyad Rural Municipality",553,522,523,452,428,386,468,232,102,314,146,12,127,4,359,11,1,286,11,2,1676,1444,652,296,4,837,1036,674,1789,"1710",998,522,30,851,2401,552,430,175,390,348,625,85,142,277,3,33,286,13,145,0,0,1,0,0,0,8,0,103,14,0,0,3,0,3,35,48,0,91,56,0,0,0,54,844,"21",199,0,0,9,0,6,15,0,139,0,614,612,0,0,2,8817,7783,661,"Karnali Province","Mugu","Rural Municipality","Khatyad Rural Municipality"
"601",60301,"Rural Municipality","Karnali Province","Humla","Chankheli Rural Municipality",185,185,154,150,84,56,92,72,32,0,94,8,67,5,173,25,31,350,27,7,552,515,226,81,12,70,250,74,389,"324",362,65,11,108,546,76,135,167,228,22,45,6,31,60,19,17,9,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,96,33,0,0,0,29,178,"5",39,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3874,3722,665,"Karnali Province","Humla","Rural Municipality","Chankheli Rural Municipality"
"602",60302,"Rural Municipality","Karnali Province","Humla","Kharpunath Rural Municipality",233,240,202,202,152,125,122,100,36,0,98,8,53,2,106,14,3,128,23,3,514,225,309,129,8,303,273,228,749,"501",435,159,5,336,935,164,82,141,135,73,153,30,76,105,18,0,76,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,72,40,0,0,0,31,305,"9",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,3463,666,"Karnali Province","Humla","Rural Municipality","Kharpunath Rural Municipality"
"603",60303,"Rural Municipality","Karnali Province","Humla","Simkot Rural Municipality",352,371,300,301,251,153,141,356,351,0,103,9,100,11,1110,126,170,1098,49,11,599,429,384,168,30,156,439,94,738,"533",688,252,48,117,1105,300,123,70,99,172,503,128,388,995,1,0,266,0,114,0,0,0,0,0,0,26,0,43,0,0,0,0,0,0,65,3,0,297,141,0,0,0,27,158,"9",98,0,0,0,14,22,6,5,0,0,0,0,1,0,0,7887,7630,669,"Karnali Province","Humla","Rural Municipality","Simkot Rural Municipality"
"604",60304,"Rural Municipality","Karnali Province","Humla","Namkha Rural Municipality",59,92,82,79,77,36,37,12,1,0,84,7,48,2,12,0,0,0,0,0,130,218,19,32,0,7,53,7,58,"60",80,12,0,5,97,12,28,41,18,1,6,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,41,16,0,0,0,21,42,"8",43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2304,2222,667,"Karnali Province","Humla","Rural Municipality","Namkha Rural Municipality"
"605",60305,"Rural Municipality","Karnali Province","Humla","Sarkegad Rural Municipality",320,405,368,346,294,148,165,150,82,0,102,9,118,8,241,46,3,294,30,1,728,418,510,241,5,560,691,448,1316,"1139",926,68,35,674,1703,103,167,108,304,80,184,7,20,243,24,0,118,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,81,62,0,0,0,36,369,"13",126,0,0,0,19,0,0,0,0,0,0,0,0,0,0,8283,8590,668,"Karnali Province","Humla","Rural Municipality","Sarkegad Rural Municipality"
"606",60306,"Rural Municipality","Karnali Province","Humla","Adanchuli Rural Municipality",255,292,210,197,189,109,80,60,21,0,28,2,19,0,121,31,7,208,30,3,0,0,48,45,0,22,97,51,115,"148",103,61,0,13,177,61,37,46,18,79,118,37,76,352,4,0,114,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,18,16,0,0,0,9,46,"4",26,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2326,2372,664,"Karnali Province","Humla","Rural Municipality","Adanchuli Rural Municipality"
"607",60307,"Rural Municipality","Karnali Province","Humla","Tanjakot Rural Municipality",182,213,180,215,167,109,32,87,37,0,40,3,27,5,58,14,1,129,31,6,0,0,169,210,119,204,495,142,702,"637",135,168,3,237,543,171,35,341,140,54,130,16,55,136,0,0,75,4,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,74,0,0,74,18,0,0,0,17,86,"6",48,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4505,4125,670,"Karnali Province","Humla","Rural Municipality","Tanjakot Rural Municipality"
"608",60401,"Rural Municipality","Karnali Province","Jumla","Patarasi Rural Municipality",335,374,338,338,358,348,312,92,126,176,153,13,144,2,490,135,3,136,20,3,2035,1841,550,22,0,1183,582,1111,1755,"1693",636,448,36,1328,2448,484,329,165,71,128,228,13,39,155,3,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,16,22,29,142,82,0,0,0,63,668,"12",130,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8561,6648,647,"Karnali Province","Jumla","Rural Municipality","Patarasi Rural Municipality"
"609",60402,"Rural Municipality","Karnali Province","Jumla","Kanaka Sundari Rural Municipality",274,264,246,253,280,224,239,121,108,285,111,9,109,17,341,29,2,431,45,7,1039,126,177,106,23,887,273,729,1193,"1002",434,206,8,1452,2100,214,132,133,55,97,199,33,120,161,0,2,160,1,97,0,0,0,0,0,0,0,0,28,0,0,0,1,1,2,81,0,0,141,162,0,0,0,85,528,"14",137,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5472,4747,646,"Karnali Province","Jumla","Rural Municipality","Kanaka Sundari Rural Municipality"
"610",60403,"Rural Municipality","Karnali Province","Jumla","Sinja Rural Municipality",256,250,245,258,250,228,201,87,134,207,58,5,44,0,428,17,7,381,32,5,1647,971,250,184,0,899,388,733,1333,"1121",324,247,5,889,1465,252,218,14,6,77,186,10,59,96,1,0,150,4,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,24,0,74,52,0,0,0,62,634,"8",67,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3348,3436,648,"Karnali Province","Jumla","Rural Municipality","Sinja Rural Municipality"
"611",60404,"Municipality ","Karnali Province","Jumla","Chandannath Municipality",423,338,312,314,269,340,336,212,173,2046,204,17,189,39,703,36,0,242,14,0,687,612,266,16,1,926,275,1006,1209,"1281",427,100,21,793,1341,121,108,5,43,262,396,127,238,390,245,2,304,0,50,0,0,0,0,0,0,120,14,875,232,0,0,4,0,4,147,843,126,363,532,0,0,0,79,597,"10",103,0,0,0,0,15,6,3,0,0,0,0,0,0,0,20463,18338,643,"Karnali Province","Jumla","Municipality ","Chandannath Municipality"
"612",60405,"Rural Municipality","Karnali Province","Jumla","Guthichaur Rural Municipality",160,210,167,177,183,212,239,76,49,500,138,12,111,6,445,68,4,1125,144,12,543,496,329,137,1,617,528,638,1084,"1166",476,124,3,370,973,127,158,7,74,73,82,28,62,119,0,0,107,0,32,0,0,0,0,0,0,2,0,6,0,0,0,2,0,2,33,64,0,141,22,0,0,0,49,345,"10",91,0,0,0,0,10,1,0,0,0,0,0,0,0,0,7424,5566,644,"Karnali Province","Jumla","Rural Municipality","Guthichaur Rural Municipality"
"613",60406,"Rural Municipality","Karnali Province","Jumla","Tatopani Rural Municipality",284,285,229,222,201,178,197,76,141,143,131,11,126,3,598,67,8,437,79,9,2012,1601,214,52,0,662,232,617,928,"849",201,270,5,871,1347,275,201,70,21,73,197,25,97,202,0,1,96,0,47,0,0,0,0,0,0,1,0,17,0,0,0,2,0,2,67,33,19,220,47,0,0,0,63,437,"12",140,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4929,4206,649,"Karnali Province","Jumla","Rural Municipality","Tatopani Rural Municipality"
"614",60407,"Rural Municipality","Karnali Province","Jumla","Tila Rural Municipality",379,383,334,335,345,246,301,105,213,375,105,9,102,5,786,53,12,735,119,45,1108,994,530,188,5,1162,1159,1173,1885,"2332",583,266,6,1496,2351,272,256,56,55,100,287,29,164,186,3,3,188,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,182,12,159,96,0,0,0,72,554,"16",174,0,0,21,9,11,0,0,0,0,0,0,0,0,0,7909,6545,650,"Karnali Province","Jumla","Rural Municipality","Tila Rural Municipality"
"615",60408,"Rural Municipality","Karnali Province","Jumla","Hima Rural Municipality",252,283,241,246,206,176,202,85,77,258,128,11,125,5,570,48,13,531,96,40,1164,1078,367,109,9,927,429,847,1412,"1276",571,319,3,931,1824,322,269,110,12,80,179,24,65,129,0,0,90,0,72,0,0,0,0,0,0,1,0,14,0,0,0,1,0,1,18,107,7,117,80,0,6,0,49,615,"10",117,0,0,0,0,9,0,0,0,0,0,0,1,0,2,6077,4808,645,"Karnali Province","Jumla","Rural Municipality","Hima Rural Municipality"
"616",60501,"Rural Municipality","Karnali Province","Kalikot","Palata Rural Municipality",487,466,411,388,289,321,262,235,29,493,140,12,140,2,681,112,17,1063,170,44,2941,2418,413,280,6,1007,520,788,1706,"1308",794,312,25,1177,2308,337,253,72,46,76,516,18,107,172,0,0,166,1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,48,44,4,264,70,0,0,0,26,281,"8",49,0,0,1,50,8,4,1,0,0,0,0,0,0,0,9587,7645,656,"Karnali Province","Kalikot","Rural Municipality","Palata Rural Municipality"
"617",60502,"Rural Municipality","Karnali Province","Kalikot","Pachal Jharana Rural Municipality",344,330,242,250,229,215,242,108,123,276,113,9,88,1,618,68,10,543,103,19,1441,1227,291,105,1,1063,375,1054,1460,"1429",302,210,4,1238,1754,214,275,34,54,90,362,29,153,171,25,0,151,0,89,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,115,140,0,346,110,0,0,0,25,273,"7",74,0,0,0,21,3,0,0,0,0,0,0,0,0,0,5275,5117,655,"Karnali Province","Kalikot","Rural Municipality","Pachal Jharana Rural Municipality"
"618",60503,"Municipality ","Karnali Province","Kalikot","Raskot Municipality",450,436,353,353,293,226,302,190,113,362,108,9,105,10,950,90,23,846,188,30,2083,1826,392,274,2,1092,550,1085,1760,"1635",479,103,4,1206,1792,107,90,7,7,106,439,47,206,283,42,0,280,0,159,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,79,164,52,415,338,0,0,0,31,340,"6",70,0,0,0,0,9,0,0,0,0,0,0,1,0,1,6083,4855,657,"Karnali Province","Kalikot","Municipality ","Raskot Municipality"
"619",60504,"Rural Municipality","Karnali Province","Kalikot","Sanni Tribeni Rural Municipality",291,302,279,284,223,213,231,103,122,270,114,10,100,3,250,24,4,528,17,6,1582,1396,318,203,0,686,498,676,1207,"1174",432,219,8,752,1411,227,225,5,32,63,270,14,146,179,110,0,150,0,118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,57,103,0,262,139,0,0,0,28,262,"4",29,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5370,4331,658,"Karnali Province","Kalikot","Rural Municipality","Sanni Tribeni Rural Municipality"
"620",60505,"Rural Municipality","Karnali Province","Kalikot","Naraharinath Rural Municipality",609,609,465,505,357,261,364,207,261,474,163,14,155,11,671,17,1,413,31,0,2078,1859,451,256,0,1597,803,1562,2304,"2365",955,278,9,1588,2830,287,225,23,23,100,600,30,271,315,96,18,377,3,283,0,0,0,0,0,0,0,0,10,0,1,0,4,0,5,125,256,56,442,193,0,0,0,49,509,"10",112,0,0,3,16,4,1,3,0,0,12,12,0,0,0,10070,7974,654,"Karnali Province","Kalikot","Rural Municipality","Naraharinath Rural Municipality"
"621",60506,"Municipality ","Karnali Province","Kalikot","Khandachakra Municipality",693,835,521,521,438,495,522,232,318,803,129,11,114,21,720,92,13,761,174,39,2466,2232,728,50,3,1162,767,1162,1943,"1929",1073,167,32,1391,2663,199,151,0,43,175,536,24,126,137,26,0,514,2,104,0,0,0,0,1,0,2,1,90,31,0,0,0,1,1,107,396,165,531,964,0,0,0,36,395,"7",30,0,0,0,0,23,5,4,1,0,258,258,2,0,2,10071,7180,652,"Karnali Province","Kalikot","Municipality ","Khandachakra Municipality"
"622",60507,"Municipality ","Karnali Province","Kalikot","Tilagupha Municipality",432,397,313,299,312,274,333,135,235,303,156,13,153,9,543,35,24,339,28,19,2035,1809,628,123,0,1191,1006,1246,1942,"2252",932,205,3,1205,2345,208,169,74,15,55,373,14,251,264,56,0,231,0,172,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,128,123,72,406,348,7,49,0,47,530,"12",139,0,0,0,0,7,3,3,0,0,0,0,2,0,3,8102,6197,659,"Karnali Province","Kalikot","Municipality ","Tilagupha Municipality"
"623",60508,"Rural Municipality","Karnali Province","Kalikot","Mahawai Rural Municipality",187,176,122,122,152,85,143,92,28,139,59,5,56,4,145,13,0,146,18,4,823,579,178,32,5,490,198,490,705,"688",235,29,11,489,764,40,31,16,28,79,146,21,93,144,0,0,132,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,71,2,101,69,0,0,0,18,146,"5",42,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2829,2108,653,"Karnali Province","Kalikot","Rural Municipality","Mahawai Rural Municipality"
"624",60509,"Rural Municipality","Karnali Province","Kalikot","Kalika Rural Municipality",309,338,318,318,267,170,196,182,123,252,106,9,106,9,444,31,7,380,71,18,1357,1129,318,35,0,851,354,890,1204,"1244",486,132,20,682,1320,152,126,7,6,81,293,31,149,177,0,0,267,2,64,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,23,91,9,245,178,0,0,0,27,279,"5",35,0,0,0,0,8,2,2,0,0,0,0,0,0,0,4083,2718,651,"Karnali Province","Kalikot","Rural Municipality","Kalika Rural Municipality"
"625",60601,"Rural Municipality","Karnali Province","Dailekh","Naumule Rural Municipality",610,461,420,432,424,336,416,174,163,373,139,12,131,6,709,30,11,285,22,11,2120,1885,610,80,3,2479,660,2399,3172,"3059",839,193,5,2026,3063,198,146,140,27,132,267,60,85,213,144,2,119,0,130,0,0,0,0,0,0,0,0,0,1,0,0,5,1,6,103,277,24,243,148,0,0,0,76,906,"24",269,0,0,0,0,16,3,3,0,0,2,2,2,0,0,11818,8460,626,"Karnali Province","Dailekh","Rural Municipality","Naumule Rural Municipality"
"626",60602,"Rural Municipality","Karnali Province","Dailekh","Mahabu Rural Municipality",417,450,407,413,381,281,348,200,155,321,133,11,113,2,556,19,2,222,14,0,1648,1464,400,156,13,1936,441,1740,2505,"2181",723,262,2,2151,3138,264,216,142,251,108,305,49,137,209,173,8,115,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,22,8,217,170,0,0,0,68,563,"15",152,0,0,0,1,7,3,3,0,0,0,0,0,0,0,9204,7143,624,"Karnali Province","Dailekh","Rural Municipality","Mahabu Rural Municipality"
"627",60603,"Rural Municipality","Karnali Province","Dailekh","Bhairabi Rural Municipality",374,396,316,330,364,283,347,132,157,382,80,7,20,7,424,17,15,161,10,1,1338,1158,126,90,0,1445,211,1394,1661,"1605",216,90,1,1295,1602,91,77,32,16,89,196,42,146,107,88,0,214,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,144,174,0,0,0,43,505,"12",124,0,0,0,0,7,4,4,0,0,0,0,1,0,0,4300,2836,619,"Karnali Province","Dailekh","Rural Municipality","Bhairabi Rural Municipality"
"628",60604,"Rural Municipality","Karnali Province","Dailekh","Thantikandh Rural Municipality",493,486,323,322,328,285,363,161,234,412,126,11,112,40,489,9,0,152,11,1,743,653,703,163,15,1442,815,1479,2323,"2294",960,216,42,1402,2620,258,424,290,154,96,361,65,187,158,91,1,285,0,164,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,43,67,10,338,142,0,0,0,43,455,"10",94,0,0,0,4,13,4,4,0,0,0,0,0,0,1,9323,7113,627,"Karnali Province","Dailekh","Rural Municipality","Thantikandh Rural Municipality"
"629",60605,"Municipality ","Karnali Province","Dailekh","Aathbis Municipality",814,773,733,756,737,558,660,209,351,633,157,13,122,14,626,56,10,330,46,2,3254,2909,763,233,1,2093,922,1850,3090,"2772",1114,470,7,2685,4276,477,394,243,236,145,597,35,275,289,265,0,257,1,280,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7,42,123,2,411,191,0,0,0,74,739,"17",174,0,0,0,6,41,12,9,0,0,0,0,4,0,0,13732,10640,617,"Karnali Province","Dailekh","Municipality ","Aathbis Municipality"
"630",60606,"Municipality ","Karnali Province","Dailekh","Chamunda Bindrasaini Municipality",684,676,651,526,663,494,424,273,173,480,86,7,62,39,495,14,3,96,6,2,3546,3045,203,210,5,1935,430,1734,2353,"2164",284,195,8,2249,2736,203,455,163,219,217,473,79,205,310,221,7,304,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,62,0,237,100,0,0,0,62,1125,"12",133,0,0,0,0,17,2,4,0,0,0,0,1,0,1,5334,3205,620,"Karnali Province","Dailekh","Municipality ","Chamunda Bindrasaini Municipality"
"631",60607,"Municipality ","Karnali Province","Dailekh","Dullu Municipality",1125,1135,1174,1244,1093,765,1019,459,496,1011,152,13,135,31,1331,23,7,620,28,6,4664,4123,871,135,1,4072,974,3466,5079,"4440",1589,651,38,5320,7598,689,437,162,195,212,734,144,481,546,367,13,519,1,241,0,0,0,0,0,0,7,0,45,7,0,0,1,2,3,210,237,95,555,340,0,0,0,147,3142,"37",410,0,0,0,0,29,10,7,5,0,410,410,0,0,0,22536,19080,621,"Karnali Province","Dailekh","Municipality ","Dullu Municipality"
"632",60608,"Municipality ","Karnali Province","Dailekh","Narayan Municipality",579,630,616,619,582,523,650,379,85,599,101,8,92,45,571,30,7,377,32,4,2809,2522,789,92,2,2516,877,2560,3399,"3437",969,430,41,2417,3857,471,254,254,218,170,459,166,533,778,218,0,462,0,58,0,0,0,0,0,0,0,5,25,158,0,0,1,0,1,137,4,107,273,584,0,0,0,84,941,"23",259,200,10,0,1,22,11,10,3,0,169,169,1,0,6,23568,14221,625,"Karnali Province","Dailekh","Municipality ","Narayan Municipality"
"633",60609,"Rural Municipality","Karnali Province","Dailekh","Bhagawatimai Rural Municipality",435,411,350,368,333,249,330,182,82,292,112,9,97,12,394,29,7,131,18,3,2074,1728,543,73,3,2253,625,2282,2872,"2907",664,119,0,3247,4030,119,130,30,115,134,238,78,150,237,146,0,138,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,87,1,174,187,0,0,0,79,872,"18",186,0,0,0,4,6,0,0,0,0,0,0,1,0,0,8587,6076,618,"Karnali Province","Dailekh","Rural Municipality","Bhagawatimai Rural Municipality"
"634",60610,"Rural Municipality","Karnali Province","Dailekh","Dungeshwor Rural Municipality",309,306,256,268,264,267,288,136,147,326,40,3,39,6,298,10,2,52,3,0,1378,1244,302,42,0,1194,341,1095,1538,"1436",488,190,7,2086,2771,197,304,93,184,73,198,57,165,217,63,0,145,1,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,67,62,1,229,130,0,0,0,52,865,"12",133,0,0,0,0,8,3,2,0,0,0,0,0,0,0,7491,5661,622,"Karnali Province","Dailekh","Rural Municipality","Dungeshwor Rural Municipality"
"635",60611,"Rural Municipality","Karnali Province","Dailekh","Gurans Rural Municipality",409,386,391,405,458,450,501,180,245,451,36,3,12,8,482,13,1,67,2,0,2084,1861,406,28,0,1896,431,1892,2330,"2323",644,191,5,2497,3337,196,157,98,31,83,159,87,206,307,106,0,220,0,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162,66,115,353,159,0,0,0,78,906,"18",205,0,0,0,0,26,6,4,0,0,0,0,0,0,0,12422,7700,623,"Karnali Province","Dailekh","Rural Municipality","Gurans Rural Municipality"
"636",60701,"Rural Municipality","Karnali Province","Jajarkot","Barekot Rural Municipality",477,501,456,451,420,352,418,233,118,620,161,13,130,1,521,20,7,419,17,22,2962,2924,442,164,6,858,714,759,1470,"1473",470,149,26,587,1232,175,217,340,222,146,287,73,143,218,53,7,256,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,129,601,49,401,65,0,0,0,35,406,"10",78,0,0,0,13,31,7,7,0,0,0,0,1,0,4,7088,4684,628,"Karnali Province","Jajarkot","Rural Municipality","Barekot Rural Municipality"
"637",60702,"Rural Municipality","Karnali Province","Jajarkot","Kuse Rural Municipality",552,542,508,504,472,246,340,215,263,441,140,12,129,12,400,28,9,234,33,11,1087,951,694,107,5,1365,794,1395,2171,"2189",877,295,55,1811,3038,350,134,166,182,193,294,71,121,187,66,0,119,10,52,0,0,0,0,0,0,3,0,6,0,1,0,4,0,5,177,257,5,151,87,0,0,0,34,396,"13",133,0,0,0,1,5,3,0,0,0,0,0,0,0,1,7425,4852,632,"Karnali Province","Jajarkot","Rural Municipality","Kuse Rural Municipality"
"638",60703,"Rural Municipality","Karnali Province","Jajarkot","Junichande Rural Municipality",592,537,422,443,449,263,346,297,116,582,213,18,213,4,474,40,24,600,55,28,2863,2573,579,67,2,471,640,462,1119,"1102",904,137,0,537,1578,137,205,114,203,144,296,25,43,91,19,32,74,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,92,71,0,0,0,33,262,"13",152,0,0,0,0,4,2,1,0,0,0,0,1,0,0,6353,4673,631,"Karnali Province","Jajarkot","Rural Municipality","Junichande Rural Municipality"
"639",60704,"Municipality ","Karnali Province","Jajarkot","Chhedagad Municipality",1012,935,857,849,756,624,738,366,297,942,301,25,297,23,1182,50,20,634,59,25,3615,3147,1185,101,0,1608,1233,1550,2894,"2783",1627,312,14,1705,3658,326,176,265,351,333,585,79,225,301,98,4,223,8,106,1,0,0,0,0,0,0,0,7,0,0,0,9,2,11,117,366,85,705,111,0,14,0,49,546,"21",237,0,0,0,1,19,7,7,0,0,0,0,4,0,9,11365,8458,630,"Karnali Province","Jajarkot","Municipality ","Chhedagad Municipality"
"640",60705,"Rural Municipality","Karnali Province","Jajarkot","Shivalaya Rural Municipality",332,366,327,342,311,205,222,142,134,264,168,14,145,0,256,0,0,173,1,0,1426,1133,326,29,0,113,379,110,468,"489",396,85,33,180,694,118,44,110,135,74,99,24,20,53,7,27,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,27,39,116,68,0,0,0,25,169,"13",131,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4592,3494,633,"Karnali Province","Jajarkot","Rural Municipality","Shivalaya Rural Municipality"
