"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"21",10302,"Rural Municipality","Province 1","Solukhumbu","Mahakulung Rural Municipality",161,144,162,162,160,145,157,68,83,149,109,9,38,1,160,2,0,140,1,0,1217,1136,246,60,1,807,249,596,1114,"845",511,110,22,894,1537,132,139,106,196,30,140,9,54,146,1,7,21,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51,0,0,0,23,218,"8",39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3441,2446,109,"Koshi Province","Solukhumbu","Rural Municipality","Mahakulung Rural Municipality"
"22",10303,"Rural Municipality","Province 1","Solukhumbu","Sotang Rural Municipality",134,158,138,138,112,113,145,103,11,122,50,4,37,1,163,4,0,627,0,0,692,660,194,26,2,488,185,229,710,"414",523,86,13,442,1064,99,49,5,48,75,180,13,62,107,3,2,56,18,57,0,0,0,0,0,0,3,0,39,0,0,0,5,0,5,0,0,0,0,53,0,0,0,19,179,"4",16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5642,3606,112,"Koshi Province","Solukhumbu","Rural Municipality","Sotang Rural Municipality"
"23",10304,"Rural Municipality","Province 1","Solukhumbu","Dhudhakoshi Rural Municipality",158,157,94,94,85,115,94,61,22,48,58,5,49,0,158,0,13,212,47,3,1166,1046,69,60,5,266,100,193,400,"293",453,107,2,394,956,109,131,32,42,23,81,8,62,86,1,1,18,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,37,0,0,0,19,175,"6",60,0,0,0,5,4,1,1,0,0,0,0,0,0,0,2612,2047,106,"Koshi Province","Solukhumbu","Rural Municipality","Dhudhakoshi Rural Municipality"
"24",10305,"Rural Municipality","Province 1","Solukhumbu","Dhudha Koushika Rural Municipality",256,249,235,235,235,207,195,156,91,188,152,13,131,8,278,2,5,424,1,0,854,779,321,84,2,479,442,342,886,"784",1171,220,17,554,1962,237,417,88,245,85,206,11,90,262,29,8,36,3,60,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,104,47,7,741,84,0,0,0,45,491,"11",113,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6255,4443,105,"Koshi Province","Solukhumbu","Rural Municipality","Thulung Dudhkoshi Rural Municipality"
"25",10306,"Rural Municipality","Province 1","Solukhumbu","Necha Salyan Rural Municipality",176,192,182,181,146,125,165,101,97,103,129,11,118,0,189,1,0,155,1,0,605,542,162,37,1,194,204,171,394,"375",506,306,11,451,1274,317,412,120,170,36,115,8,97,123,22,5,71,2,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,98,55,16,354,136,0,0,0,32,316,"8",74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6372,4486,110,"Koshi Province","Solukhumbu","Rural Municipality","Necha Salyan Rural Municipality"
"26",10307,"Municipality ","Province 1","Solukhumbu","Solu Dhudhakunda Municipality",379,445,473,473,465,346,388,261,58,320,288,24,265,14,314,0,0,445,27,0,2085,1875,500,74,1,439,410,376,1014,"786",1997,329,17,882,3225,346,566,142,242,195,773,17,157,225,5,16,329,1,89,0,0,0,0,0,0,22,9,93,62,1,0,1,0,2,208,102,47,1045,136,0,0,0,75,676,"21",241,0,0,0,8,6,1,1,0,0,0,0,0,0,0,17815,13234,111,"Koshi Province","Solukhumbu","Municipality ","Solu Dhudhakunda Municipality"
"27",10308,"Rural Municipality","Province 1","Solukhumbu","Likhu Pike Rural Municipality",77,90,82,81,74,50,70,41,31,44,54,5,48,0,54,0,0,15,5,0,244,209,85,22,0,227,102,174,334,"276",172,41,0,258,471,41,61,18,39,9,63,2,56,40,1,6,24,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,117,29,0,0,0,22,237,"4",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,1983,108,"Koshi Province","Solukhumbu","Rural Municipality","Likhu Pike Rural Municipality"
"28",10401,"Rural Municipality","Province 1","Okhaldhunga","Chishankhu Gadhi Rural Municipality",149,230,217,216,225,199,236,117,24,190,241,20,238,2,279,10,5,173,1,2,1064,945,133,30,0,1069,186,877,1232,"1063",486,150,3,1959,2598,153,142,2,93,38,138,17,110,102,15,2,47,0,43,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,124,215,15,242,93,0,0,0,88,1960,"21",252,0,0,0,8,0,0,0,0,0,56,56,0,0,1,6575,5240,114,"Koshi Province","Okhaldhunga","Rural Municipality","Chishankhu Gadhi Rural Municipality"
"29",10402,"Municipality ","Province 1","Okhaldhunga","Siddhicharan Municipality",1205,509,448,448,471,408,501,403,133,355,488,41,462,105,1892,10,0,917,27,0,2395,2100,415,139,0,1938,473,1762,2492,"2235",1589,298,6,3057,4950,304,283,75,119,232,802,27,166,249,4,0,1369,2,304,0,0,0,0,0,0,2,1,57,18,0,0,0,15,15,615,1626,424,1934,211,0,6,30,135,1597,"32",381,145,0,0,0,43,19,16,0,0,49,49,0,0,0,27091,18446,119,"Koshi Province","Okhaldhunga","Municipality ","Siddhicharan Municipality"
"30",10403,"Rural Municipality","Province 1","Okhaldhunga","Molung Rural Municipality",195,373,312,311,310,258,325,219,106,235,259,22,259,0,495,6,1,358,3,0,1365,1207,322,203,0,1012,411,946,1537,"1357",1013,422,15,2439,3889,437,333,152,88,57,290,15,196,207,19,7,95,11,107,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,130,220,41,642,124,0,0,0,87,911,"21",248,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12697,9331,118,"Koshi Province","Okhaldhunga","Rural Municipality","Molung Rural Municipality"
"31",10404,"Rural Municipality","Province 1","Okhaldhunga","Khiji Demba Rural Municipality",197,245,197,196,216,203,211,129,65,212,216,18,216,1,229,0,0,115,1,0,1173,1014,267,39,8,491,269,434,805,"703",521,80,0,1023,1624,80,196,144,131,20,176,10,137,127,2,8,90,20,83,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,57,147,23,379,116,0,0,0,73,894,"18",215,0,0,0,4,2,0,0,0,0,0,0,0,0,0,7357,5413,115,"Koshi Province","Okhaldhunga","Rural Municipality","Khiji Demba Rural Municipality"
"32",10405,"Rural Municipality","Province 1","Okhaldhunga","Likhu Rural Municipality",147,165,166,166,165,136,147,78,33,161,212,18,212,3,234,1,0,185,1,0,988,880,184,103,0,1029,290,850,1316,"1140",517,180,0,1681,2378,180,204,53,53,38,128,19,79,92,6,0,41,0,39,0,0,0,0,0,0,1,0,3,0,0,0,1,1,2,68,175,58,360,107,0,0,0,83,952,"19",228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8808,6966,116,"Koshi Province","Okhaldhunga","Rural Municipality","Likhu Rural Municipality"
"33",10406,"Rural Municipality","Province 1","Okhaldhunga","Champadevi Rural Municipality",258,294,276,279,290,241,239,169,36,254,216,18,216,4,464,5,3,279,12,3,1211,1090,297,134,0,1201,399,1110,1632,"1509",920,489,10,2260,3679,499,516,100,155,68,174,33,88,155,0,0,138,1,110,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,102,241,72,476,190,0,0,0,77,884,"19",227,0,0,0,1,0,1,3,0,0,0,0,0,0,0,8492,5758,113,"Koshi Province","Okhaldhunga","Rural Municipality","Champadevi Rural Municipality"
"34",10407,"Rural Municipality","Province 1","Okhaldhunga","Sunkoshi Rural Municipality",230,330,335,333,341,301,370,188,63,313,188,16,188,2,312,8,0,254,0,0,1591,1388,298,22,0,1248,348,1229,1568,"1577",761,202,3,2123,3089,205,271,87,173,95,201,43,105,139,3,1,97,0,95,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,100,163,30,351,85,0,0,0,72,853,"15",180,0,0,0,0,1,1,0,0,0,75,75,0,0,0,8472,6290,120,"Koshi Province","Okhaldhunga","Rural Municipality","Sunkoshi Rural Municipality"
"35",10408,"Rural Municipality","Province 1","Okhaldhunga","Manebhanjyang Rural Municipality",257,387,368,368,352,326,398,295,37,384,282,24,282,3,417,0,8,323,2,1,1549,1226,258,14,0,933,517,869,1205,"1386",744,205,2,1391,2342,207,315,63,112,112,240,60,158,242,12,0,123,1,121,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,257,202,45,524,123,0,0,0,93,1102,"24",288,0,0,0,5,4,2,1,0,0,386,386,0,0,0,9041,6185,117,"Koshi Province","Okhaldhunga","Rural Municipality","Manebhanjyang Rural Municipality"
"36",10501,"Rural Municipality","Province 1","Khotang","Kepilasgadhi Rural Municipality",274,297,293,293,290,249,313,143,64,273,251,21,220,1,270,4,1,184,7,1,1449,1229,412,74,0,670,469,624,1156,"1093",777,171,8,605,1561,179,88,56,9,82,221,18,83,139,12,25,44,1,58,0,0,0,0,0,0,2,0,13,0,0,0,3,0,3,41,168,2,205,168,0,0,0,75,809,"20",224,0,0,0,4,2,3,2,0,0,0,0,0,0,0,6575,5488,126,"Koshi Province","Khotang","Rural Municipality","Kepilasgadhi Rural Municipality"
"37",10502,"Rural Municipality","Province 1","Khotang","Aiselukharka Rural Municipality",228,262,223,227,254,229,305,146,64,280,252,21,234,2,322,3,0,226,4,0,1337,1133,201,101,1,323,309,318,626,"627",652,117,0,490,1259,117,52,53,12,48,218,24,146,170,4,11,118,1,123,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,60,239,6,380,151,0,0,0,79,665,"20",237,0,0,0,9,6,2,2,0,0,0,0,1,0,0,5756,4868,121,"Koshi Province","Khotang","Rural Municipality","Aiselukharka Rural Municipality"
"38",10503,"Rural Municipality","Province 1","Khotang","Lamidanda Rural Municipality",191,232,215,221,210,167,231,120,21,212,216,18,194,0,225,2,9,147,3,0,1178,1014,207,47,0,247,236,223,501,"459",703,158,3,546,1410,161,55,85,21,53,146,28,140,168,9,17,47,10,57,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,64,187,0,171,125,0,0,0,76,1702,"18",209,0,0,0,0,6,3,4,0,0,0,0,0,0,0,4104,3360,128,"Koshi Province","Khotang","Rural Municipality","Rawa Besi Rural Municipality"
"39",10504,"Municipality ","Province 1","Khotang","Halesi Tuwachung Municipality",509,569,533,537,530,491,588,389,151,561,408,34,377,9,625,10,13,567,13,1,2803,2489,621,192,0,975,777,924,1788,"1701",949,262,5,1588,2804,267,201,54,36,198,421,113,320,419,64,2,229,0,247,0,0,0,0,1,0,12,0,56,0,0,0,6,2,8,174,436,47,530,348,0,2,0,128,1446,"33",396,0,0,5,3,15,2,2,0,0,35,35,0,0,0,13880,11781,124,"Koshi Province","Khotang","Municipality ","Halesi Tuwachung Municipality"
"40",10505,"Municipality ","Province 1","Khotang","Rupakot Majhuwagadhi Municipality",935,917,911,905,928,810,974,700,155,939,525,44,480,22,981,59,20,845,53,22,4958,4270,645,267,0,1615,909,1591,2527,"2500",1587,376,5,2405,4373,381,202,171,7,394,1321,159,745,872,50,9,612,0,120,0,0,0,0,0,0,14,0,193,6,0,0,4,0,4,2535,698,110,2407,524,0,0,0,159,2462,"41",401,476,0,0,5,16,10,11,0,0,333,333,2,0,0,23582,18224,129,"Koshi Province","Khotang","Municipality ","Rupakot Majhuwagadhi Municipality"
"41",10506,"Rural Municipality","Province 1","Khotang","Sakela Rural Municipality",195,221,208,208,215,181,236,114,59,218,157,13,141,0,236,4,2,157,1,0,895,766,269,13,0,353,276,332,635,"608",439,120,0,579,1138,120,42,80,1,51,161,20,127,146,2,40,30,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,26,137,16,156,51,0,0,0,43,469,"12",135,0,0,0,9,1,5,5,0,0,0,0,0,0,0,4289,3567,130,"Koshi Province","Khotang","Rural Municipality","Sakela Rural Municipality"
"42",10507,"Rural Municipality","Province 1","Khotang","Diprung Rural Municipality",325,354,366,370,310,267,350,181,76,282,252,21,232,1,445,4,1,280,3,2,1809,1622,304,103,2,702,423,672,1111,"1095",595,170,9,988,1762,179,142,62,6,81,262,33,144,189,4,93,43,2,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,122,201,0,263,144,0,0,0,80,771,"21",249,0,0,0,0,3,2,2,0,0,0,0,0,0,0,9195,7696,123,"Koshi Province","Khotang","Rural Municipality","Diprung Rural Municipality"
"43",10508,"Rural Municipality","Province 1","Khotang","Khotehang Rural Municipality",312,342,329,329,317,275,349,209,106,326,324,27,316,0,423,4,0,177,5,1,1974,1752,270,100,0,862,357,727,1232,"1084",591,162,1,1113,1867,163,85,72,5,128,264,49,165,212,2,91,33,11,108,0,0,0,0,0,0,1,0,8,0,0,0,5,0,5,132,285,6,341,194,0,0,0,106,934,"27",296,0,0,0,2,9,3,3,0,0,0,0,0,0,0,8211,6606,127,"Koshi Province","Khotang","Rural Municipality","Khotehang Rural Municipality"
"44",10509,"Rural Municipality","Province 1","Khotang","Jante Dhunga Rural Municipality",301,248,206,206,193,180,242,119,59,255,216,18,213,0,359,4,1,209,2,0,1146,1026,118,89,0,551,209,495,758,"704",806,258,10,846,1920,268,146,76,41,64,139,42,116,165,3,46,47,1,55,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,141,149,2,151,131,0,0,0,69,649,"18",194,0,0,0,1,4,1,1,0,0,0,0,0,0,2,6118,5469,125,"Koshi Province","Khotang","Rural Municipality","Jante Dhunga Rural Municipality"
"45",10510,"Rural Municipality","Province 1","Khotang","Baraha Pokhari Rural Municipality",215,227,222,222,209,186,224,118,40,195,216,18,216,1,211,0,0,139,0,1,1285,1154,136,48,0,607,179,528,791,"707",311,147,1,1022,1481,148,94,48,5,46,148,21,111,132,10,17,11,1,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,107,175,2,223,117,0,0,0,83,539,"18",203,0,0,0,12,2,4,4,0,0,0,0,0,0,0,4816,3789,122,"Koshi Province","Khotang","Rural Municipality","Baraha Pokhari Rural Municipality"
"46",10601,"Municipality ","Province 1","Bhojpur","Shadananda Municipality",526,599,538,541,630,526,602,365,75,647,279,23,275,0,657,8,1,449,4,22,2953,2300,400,102,0,978,495,799,1480,"1294",988,173,1,1104,2266,174,349,44,218,146,396,67,200,256,32,3,63,0,7,1,0,1,0,0,0,0,0,0,0,1,0,4,1,6,292,431,64,831,189,0,0,0,92,1130,"32",370,0,0,0,1,7,7,5,0,0,0,0,0,0,0,11462,9251,103,"Koshi Province","Bhojpur","Municipality ","Shadananda Municipality"
"47",10602,"Rural Municipality","Province 1","Bhojpur","Salpa Silichho Rural Municipality",223,215,212,217,244,212,217,150,52,243,105,9,105,1,304,3,0,141,5,0,505,672,212,28,0,574,239,439,814,"678",370,90,1,683,1144,91,112,99,63,29,119,9,40,50,8,0,20,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,93,231,28,184,52,0,0,0,34,345,"13",135,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4548,4109,102,"Koshi Province","Bhojpur","Rural Municipality","Salpa Silichho Rural Municipality"
"48",10603,"Rural Municipality","Province 1","Bhojpur","Tyamke Maiyum Rural Municipality",261,277,241,240,283,238,291,162,34,263,265,22,265,4,285,5,3,116,1,0,873,760,209,59,1,526,288,429,795,"717",916,85,4,656,1661,89,277,161,106,57,176,33,92,121,66,6,67,1,35,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,108,278,47,422,171,0,0,0,67,941,"23",258,0,0,0,5,2,1,0,0,0,0,0,0,0,0,8476,7001,104,"Koshi Province","Bhojpur","Rural Municipality","Tyamke Maiyum Rural Municipality"
"49",10604,"Municipality ","Province 1","Bhojpur","Bhojpur Municipality",394,430,434,453,489,415,447,270,91,508,336,28,336,4,526,6,2,219,6,0,2287,1997,387,72,1,1129,449,970,1589,"1419",879,229,25,1592,2725,254,133,24,157,124,325,25,76,53,11,15,196,0,14,0,0,0,0,0,0,0,0,37,14,2,0,6,1,9,181,187,9,759,201,0,0,0,71,850,"24",274,2,2,0,6,13,10,8,0,0,0,0,1,1,1,16457,12694,98,"Koshi Province","Bhojpur","Municipality ","Bhojpur Municipality"
"50",10605,"Rural Municipality","Province 1","Bhojpur","Arun Rural Municipality",278,273,264,284,315,284,340,187,79,339,251,21,251,9,312,6,2,192,2,2,1405,1245,331,34,0,593,368,695,958,"1063",876,264,2,1135,2277,266,411,15,165,78,218,46,125,186,33,0,137,2,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,219,355,81,290,164,0,0,0,56,660,"24",268,0,0,0,0,13,2,1,0,0,0,0,0,0,1,10735,8293,97,"Koshi Province","Bhojpur","Rural Municipality","Arun Rural Municipality"
"51",10606,"Rural Municipality","Province 1","Bhojpur","Pauwa Dunma Rural Municipality",209,232,214,212,237,160,226,151,46,182,180,15,179,4,256,1,1,65,1,0,1135,973,134,11,0,638,157,545,783,"702",484,123,0,747,1354,123,158,41,78,54,157,12,58,82,12,2,44,2,22,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,99,241,27,201,128,0,0,0,54,584,"20",213,0,0,0,0,3,1,2,0,0,0,0,0,0,0,5850,4388,100,"Koshi Province","Bhojpur","Rural Municipality","Pauwa Dunma Rural Municipality"
"52",10607,"Rural Municipality","Province 1","Bhojpur","Ramprasad Rai Rural Municipality",316,310,321,327,360,271,344,224,124,365,213,18,213,0,376,0,0,272,0,0,1396,1308,633,46,2,861,516,845,1542,"1361",961,281,1,1328,2571,282,177,78,78,61,194,37,148,205,30,0,127,8,87,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,303,372,30,603,276,0,0,0,60,637,"20",240,0,0,0,2,5,3,3,0,0,0,0,0,0,0,8540,7588,101,"Koshi Province","Bhojpur","Rural Municipality","Ramprasad Rai Rural Municipality"
"53",10608,"Rural Municipality","Province 1","Bhojpur","Hatuwagadhi Rural Municipality",249,274,246,247,259,187,206,151,57,254,183,15,183,1,264,2,0,116,1,0,1437,1235,172,37,0,465,167,370,674,"537",505,84,1,545,1135,85,95,16,48,50,195,8,65,79,0,9,63,3,13,0,1,0,0,0,0,0,0,2,0,0,0,3,0,3,288,363,16,435,161,12,32,22,53,581,"18",227,0,0,0,0,6,6,4,0,0,0,0,0,0,0,5283,4476,99,"Koshi Province","Bhojpur","Rural Municipality","Hatuwagadhi Rural Municipality"
"54",10609,"Rural Municipality","Province 1","Bhojpur","Aamchowk Rural Municipality",275,321,288,292,263,177,231,144,82,270,243,20,243,0,350,4,2,204,2,0,1629,1380,184,93,0,777,280,635,1054,"915",524,48,0,802,1374,48,118,62,66,38,220,11,120,125,11,19,28,1,77,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,161,280,2,621,154,0,0,0,71,846,"24",277,0,0,0,0,7,2,1,0,0,0,0,0,0,0,6529,4964,96,"Koshi Province","Bhojpur","Rural Municipality","Aamchowk Rural Municipality"
"55",10701,"Municipality ","Province 1","Dhankuta","Mahalaxmi Municipality",363,397,392,399,400,368,460,280,105,412,267,22,253,6,374,2,2,325,0,0,1717,1533,207,17,0,744,342,721,968,"1063",1033,419,17,1560,3029,436,393,24,19,74,228,39,136,176,1,1,79,3,55,0,0,0,0,0,0,2,0,65,0,0,0,0,0,0,135,313,39,1157,123,0,0,0,53,623,"18",205,0,0,0,0,13,1,1,0,0,25,25,0,0,0,12735,10666,77,"Koshi Province","Dhankuta","Municipality ","Mahalaxmi Municipality"
"56",10702,"Municipality ","Province 1","Dhankuta","Pakhribas Municipality",335,379,356,363,354,363,411,267,34,381,298,25,284,0,336,1,0,239,2,0,1776,1551,152,2,0,874,170,874,1028,"1044",833,91,3,1407,2334,94,77,0,9,56,193,37,121,162,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,129,76,18,345,135,0,0,0,51,496,"16",169,0,0,0,0,10,6,5,0,0,3,3,0,0,0,7196,6236,78,"Koshi Province","Dhankuta","Municipality ","Pakhribas Municipality"
"57",10703,"Rural Municipality","Province 1","Dhankuta","Chhathar Jorpati Rural Municipality",325,333,334,327,386,317,387,226,47,300,193,16,189,0,359,0,0,331,0,0,939,788,106,1,0,520,110,517,627,"627",540,83,2,1074,1699,85,85,0,1,87,260,44,154,202,9,2,69,0,32,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,178,186,74,553,83,0,0,0,36,429,"18",211,0,0,3,0,8,3,3,0,0,1,1,0,0,0,5559,4612,74,"Koshi Province","Dhankuta","Rural Municipality","Chhathar Jorpati Rural Municipality"
"58",10704,"Municipality ","Province 1","Dhankuta","Dhankuta Municipality",711,651,578,578,641,533,643,606,21,667,295,25,208,15,757,0,0,596,8,0,1126,1018,182,14,0,413,240,402,609,"642",670,237,14,453,1374,251,243,7,26,101,1108,29,437,462,9,0,628,154,55,0,0,0,0,0,0,31,18,275,277,0,0,2,0,2,1703,698,260,1990,472,0,0,0,20,225,"7",78,56,1,0,6,21,12,12,0,0,21,21,0,0,0,13900,10680,75,"Koshi Province","Dhankuta","Municipality ","Dhankuta Municipality"
"59",10705,"Rural Municipality","Province 1","Dhankuta","Khalsa Chhintang Sahidbhumi Rural Municipality",319,343,320,317,357,285,320,161,47,306,175,15,160,0,346,0,0,81,0,0,1285,1148,145,9,0,364,148,361,518,"509",483,136,0,811,1430,136,124,0,0,51,215,6,84,102,0,0,11,0,1,0,0,1,0,0,0,0,0,16,0,0,0,2,0,2,254,100,40,353,73,0,0,0,26,382,"13",129,0,0,0,0,6,5,4,0,0,0,0,0,0,0,5766,4144,76,"Koshi Province","Dhankuta","Rural Municipality","Khalsa Chhintang Sahidbhumi Rural Municipality"
"60",10706,"Rural Municipality","Province 1","Dhankuta","Sangurigadhi Rural Municipality",346,306,307,307,295,338,377,227,60,394,324,27,302,2,397,0,1,203,2,0,1534,1374,300,9,0,742,296,691,1051,"987",1238,222,2,938,2400,224,209,19,0,68,322,36,171,197,0,2,85,0,13,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,371,85,54,670,135,0,0,0,62,743,"22",240,1,0,0,30,23,10,9,0,0,15,15,0,0,0,8731,7418,79,"Koshi Province","Dhankuta","Rural Municipality","Sangurigadhi Rural Municipality"
