"","Code","fid","Governance.Units","Provinces","Districts","Name.of.Government.Unit","Hospital","Primary.Health.Care.Centers","Health.Post","Urban.Health.Centers","Community.Health.Unit","Other.Health.Facilities","Total","Non.public.health.facilities","Total.health.facilities..Public.and.Non.Public.","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"463",41105,475,"Municipality ","Gandaki Province","Baglung","Dhorpatan Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"464",41108,476,"Municipality ","Gandaki Province","Baglung","Galkot Municipality",0,1,7,0,0,0,8,2,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"465",41110,477,"Municipality ","Gandaki Province","Baglung","Jaimuni Municipality",0,1,8,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"466",41102,478,"Rural Municipality","Gandaki Province","Baglung","Kathekhola Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"467",41106,479,"Rural Municipality","Gandaki Province","Baglung","Nisikhola Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"468",41104,480,"Rural Municipality","Gandaki Province","Baglung","Tamankhola Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"469",41103,481,"Rural Municipality","Gandaki Province","Baglung","Tarakhola Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"470",50403,483,"Rural Municipality","Lumbini Province","Gulmi","Chandrakot Rural Municipality",0,0,8,0,1,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"471",50411,484,"Rural Municipality","Lumbini Province","Gulmi","Chhatrakot Rural Municipality",0,1,5,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"472",50408,485,"Rural Municipality","Lumbini Province","Gulmi","Dhurkot Rural Municipality",0,1,6,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"473",50410,486,"Rural Municipality","Lumbini Province","Gulmi","Gulmi Durbar Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"474",50405,487,"Rural Municipality","Lumbini Province","Gulmi","Isma Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"475",50401,488,"Rural Municipality","Lumbini Province","Gulmi","Kali Gandaki Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"476",50407,489,"Rural Municipality","Lumbini Province","Gulmi","Madane Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"477",50406,490,"Rural Municipality","Lumbini Province","Gulmi","Malika Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"478",50404,491,"Municipality ","Lumbini Province","Gulmi","Musikot Municipality",0,0,7,2,2,0,11,3,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"479",50409,492,"Municipality ","Lumbini Province","Gulmi","Resunga Municipality",1,0,4,5,0,0,10,2,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"480",50412,493,"Rural Municipality","Lumbini Province","Gulmi","Ruru Rural Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"481",50402,494,"Rural Municipality","Lumbini Province","Gulmi","Satyawoti Rural Municipality",0,1,7,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"482",50604,495,"Rural Municipality","Lumbini Province","Palpa","Baganaskali Rural Municipality",0,0,9,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"483",50609,496,"Rural Municipality","Lumbini Province","Palpa","Mathagadhi Rural Municipality",0,0,7,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"484",50610,497,"Rural Municipality","Lumbini Province","Palpa","Nisdi Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"485",50602,498,"Rural Municipality","Lumbini Province","Palpa","Purbakhola Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"486",50607,499,"Rural Municipality","Lumbini Province","Palpa","Rainadevi Chhahara Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"487",50603,500,"Rural Municipality","Lumbini Province","Palpa","Rambha Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"488",50601,501,"Municipality ","Lumbini Province","Palpa","Rampur Municipality",1,0,4,2,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"489",50606,502,"Rural Municipality","Lumbini Province","Palpa","Ribdikot Rural Municipality",0,1,7,0,2,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"490",50605,503,"Municipality ","Lumbini Province","Palpa","Tansen Municipality",1,0,6,2,1,1,11,6,17,NA,NA,NA,NA,NA,NA,NA,NA,""
"491",50608,504,"Rural Municipality","Lumbini Province","Palpa","Tinau Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"492",50701,505,"Municipality ","Lumbini Province","Nawalparasi West","Bardaghat Municipality",1,0,4,1,1,0,7,6,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"493",50704,506,"Rural Municipality","Lumbini Province","Nawalparasi West","Palhinandan Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"494",50706,507,"Rural Municipality","Lumbini Province","Nawalparasi West","Pratapapur Rural Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"495",50703,508,"Municipality ","Lumbini Province","Nawalparasi West","Ramgram Municipality",1,0,8,2,0,0,11,4,15,NA,NA,NA,NA,NA,NA,NA,NA,""
"496",50705,509,"Rural Municipality","Lumbini Province","Nawalparasi West","Sarawal Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"497",50702,510,"Municipality ","Lumbini Province","Nawalparasi West","Sunawal Municipality",0,0,3,1,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"498",50707,511,"Rural Municipality","Lumbini Province","Nawalparasi West","Susta Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"499",50802,512,"Sub-Metropolitan City","Lumbini Province","Rupandehi","Butwal Sub-Metropolitan City",1,0,2,6,0,1,10,38,48,NA,NA,NA,NA,NA,NA,NA,NA,""
"500",50801,513,"Municipality ","Lumbini Province","Rupandehi","Devdaha Municipality",0,0,3,1,1,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"501",50805,514,"Rural Municipality","Lumbini Province","Rupandehi","Gaidahawa Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"502",50804,515,"Rural Municipality","Lumbini Province","Rupandehi","Kanchan Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"503",50814,516,"Rural Municipality","Lumbini Province","Rupandehi","Kotahimai Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"504",50816,518,"Rural Municipality","Lumbini Province","Rupandehi","Marchawari Rural Municipality",0,1,3,0,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"505",50812,519,"Rural Municipality","Lumbini Province","Rupandehi","Mayadevi Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"506",50809,520,"Rural Municipality","Lumbini Province","Rupandehi","Om Satiya Rural Municipality",0,1,4,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"507",50810,521,"Rural Municipality","Lumbini Province","Rupandehi","Rohini Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"508",50803,522,"Municipality ","Lumbini Province","Rupandehi","Sainamaina Municipality",0,0,3,1,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"509",50815,523,"Rural Municipality","Lumbini Province","Rupandehi","Sammarimai Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"510",50811,524,"Municipality ","Lumbini Province","Rupandehi","Siddharthanagar Municipality",1,0,0,2,0,1,4,26,30,NA,NA,NA,NA,NA,NA,NA,NA,""
"511",50807,525,"Rural Municipality","Lumbini Province","Rupandehi","Siyari Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"512",50806,526,"Rural Municipality","Lumbini Province","Rupandehi","Suddhodhan Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"513",50808,527,"Municipality ","Lumbini Province","Rupandehi","Tilottama Municipality",0,0,7,3,0,0,10,1,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"514",50813,517,"Municipality ","Lumbini Province","Rupandehi","Lumbini Sanskritik Municipality",0,1,7,1,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"515",50901,529,"Municipality ","Lumbini Province","Kapilbastu","Banganga Municipality",1,0,6,1,1,0,9,4,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"516",50904,530,"Rural Municipality","Lumbini Province","Kapilbastu","Bijayanagar Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"517",50902,531,"Municipality ","Lumbini Province","Kapilbastu","Buddhabhumi Municipality",0,0,10,1,0,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"518",50907,532,"Municipality ","Lumbini Province","Kapilbastu","Kapilbastu Municipality",1,0,7,1,0,1,10,9,19,NA,NA,NA,NA,NA,NA,NA,NA,""
"519",50905,533,"Municipality ","Lumbini Province","Kapilbastu","Krishnanagar Municipality",1,0,9,1,0,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"520",50906,534,"Municipality ","Lumbini Province","Kapilbastu","Maharajganj Municipality",0,1,8,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"521",50909,535,"Rural Municipality","Lumbini Province","Kapilbastu","Mayadevi Rural Municipality",0,1,7,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"522",50903,536,"Municipality ","Lumbini Province","Kapilbastu","Shivaraj Municipality",0,0,8,1,1,0,10,2,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"523",50910,537,"Rural Municipality","Lumbini Province","Kapilbastu","Shuddhodhan Rural Municipality",0,0,6,0,1,0,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"524",50908,538,"Rural Municipality","Lumbini Province","Kapilbastu","Yasodhara Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"525",50503,539,"Municipality ","Lumbini Province","Arghakhanchi","Bhumikasthan Municipality",0,0,7,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"526",50501,540,"Rural Municipality","Lumbini Province","Arghakhanchi","Chhatradev Rural Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"527",50502,541,"Rural Municipality","Lumbini Province","Arghakhanchi","Malarani Rural Municipality",0,0,6,0,2,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"528",50505,542,"Rural Municipality","Lumbini Province","Arghakhanchi","Panini Rural Municipality",0,0,8,0,1,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"529",50504,543,"Municipality ","Lumbini Province","Arghakhanchi","Sandhikharka Municipality",1,0,6,1,0,0,8,6,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"530",50506,544,"Municipality ","Lumbini Province","Arghakhanchi","Shitaganga Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"531",50308,545,"Rural Municipality","Lumbini Province","Pyuthan","Aairawati Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"532",50301,546,"Rural Municipality","Lumbini Province","Pyuthan","Gaumukhi Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"533",50303,547,"Rural Municipality","Lumbini Province","Pyuthan","Jhimaruk Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"534",50307,548,"Rural Municipality","Lumbini Province","Pyuthan","Mallarani Rural Municipality",0,1,3,1,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"535",50306,549,"Rural Municipality","Lumbini Province","Pyuthan","Mandavi Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"536",50302,550,"Rural Municipality","Lumbini Province","Pyuthan","Naubahini Rural Municipality",0,0,6,0,3,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"537",50304,551,"Municipality ","Lumbini Province","Pyuthan","Pyuthan Municipality",1,0,6,2,0,0,9,5,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"538",50309,552,"Rural Municipality","Lumbini Province","Pyuthan","Sarumarani Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"539",50305,553,"Municipality ","Lumbini Province","Pyuthan","Sworgadwari Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"540",50203,554,"Rural Municipality","Lumbini Province","Rolpa","Paribartan Rural Municipality",0,0,5,0,3,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"541",50210,555,"Rural Municipality","Lumbini Province","Rolpa","Lungri Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"542",50205,556,"Rural Municipality","Lumbini Province","Rolpa","Madi Rural Municipality",0,0,4,0,2,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"543",50207,557,"Municipality ","Lumbini Province","Rolpa","Rolpa Municipality",1,0,7,8,0,0,16,2,18,NA,NA,NA,NA,NA,NA,NA,NA,""
"544",50208,558,"Rural Municipality","Lumbini Province","Rolpa","Runtigadhi Rural Municipality",0,1,5,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"545",50204,559,"Rural Municipality","Lumbini Province","Rolpa","Gangadev Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"546",50201,560,"Rural Municipality","Lumbini Province","Rolpa","Sunchhahari Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"547",50209,561,"Rural Municipality","Lumbini Province","Rolpa","Sunil Smriti Rural Municipality",0,1,5,0,0,0,6,2,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"548",50202,562,"Rural Municipality","Lumbini Province","Rolpa","Thawang Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"549",50206,563,"Rural Municipality","Lumbini Province","Rolpa","Tribeni Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"550",60801,564,"Municipality ","Karnali Province","Rukum West","Aathabisakot Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"551",60803,565,"Rural Municipality","Karnali Province","Rukum West","Banphikot Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"552",60806,566,"Municipality ","Karnali Province","Rukum West","Chaurjahari Municipality",0,1,4,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"553",60804,567,"Municipality ","Karnali Province","Rukum West","Musikot Municipality",1,0,5,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"554",60802,568,"Rural Municipality","Karnali Province","Rukum West","Sanibheri Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"555",60805,569,"Rural Municipality","Karnali Province","Rukum West","Tribeni Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"556",60905,570,"Municipality ","Karnali Province","Salyan","Bagachour Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"557",60903,571,"Municipality ","Karnali Province","Salyan","Banagad Kupinde Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"558",60906,572,"Rural Municipality","Karnali Province","Salyan","Chhatreshwori Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"559",60901,573,"Rural Municipality","Karnali Province","Salyan","Darma Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"560",60904,574,"Municipality ","Karnali Province","Salyan","Dhorchaur Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"561",60908,575,"Rural Municipality","Karnali Province","Salyan","Kalimati Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"562",60910,576,"Rural Municipality","Karnali Province","Salyan","Kapurkot Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"563",60902,577,"Rural Municipality","Karnali Province","Salyan","Kumakh Malika Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"564",60907,578,"Municipality ","Karnali Province","Salyan","Sharada Municipality",1,0,7,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"565",60909,579,"Rural Municipality","Karnali Province","Salyan","Tribeni Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"566",51005,580,"Rural Municipality","Lumbini Province","Dang","Babai Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"567",51001,581,"Rural Municipality","Lumbini Province","Dang","Bangalachuli Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"568",51006,582,"Rural Municipality","Lumbini Province","Dang","Dangisharan Rural Municipality",0,1,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"569",51009,583,"Rural Municipality","Lumbini Province","Dang","Gadhawa Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"570",51002,584,"Sub-Metropolitan City","Lumbini Province","Dang","Ghorahi Sub-Metropolitan City",1,0,8,4,0,0,13,9,22,NA,NA,NA,NA,NA,NA,NA,NA,""
"571",51007,585,"Municipality ","Lumbini Province","Dang","Lamahi Municipality",1,0,2,0,0,0,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"572",51010,586,"Rural Municipality","Lumbini Province","Dang","Rajpur Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"573",51008,587,"Rural Municipality","Lumbini Province","Dang","Rapti Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"574",51004,588,"Rural Municipality","Lumbini Province","Dang","Shantinagar Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"575",51003,589,"Sub-Metropolitan City","Lumbini Province","Dang","Tulsipur Sub-Metropolitan City",1,0,8,2,0,0,11,3,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"576",51103,590,"Rural Municipality","Lumbini Province","Banke","Baijanath Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"577",51107,591,"Rural Municipality","Lumbini Province","Banke","Duduwa Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"578",51105,592,"Rural Municipality","Lumbini Province","Banke","Janaki Rural Municipality",0,0,6,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"579",51104,593,"Rural Municipality","Lumbini Province","Banke","Khajura Rural Municipality",0,1,5,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"580",51102,594,"Municipality ","Lumbini Province","Banke","Kohalpur Municipality",0,0,3,0,0,0,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"581",51108,595,"Rural Municipality","Lumbini Province","Banke","Narainapur Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"582",51106,596,"Sub-Metropolitan City","Lumbini Province","Banke","Nepalganj Sub-Metropolitan City",3,0,11,7,0,1,22,20,42,NA,NA,NA,NA,NA,NA,NA,NA,""
"583",51101,597,"Rural Municipality","Lumbini Province","Banke","Rapti Sonari Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"584",51208,598,"Rural Municipality","Lumbini Province","Bardiya","Badhaiyatal Rural Municipality",0,1,3,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"585",51201,599,"Municipality ","Lumbini Province","Bardiya","Bansgadhi Municipality",0,0,3,3,1,0,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"586",51201,600,"Municipality ","Lumbini Province","Bardiya","Bansgadhi Municipality",0,0,3,3,1,0,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"587",51202,601,"Municipality ","Lumbini Province","Bardiya","Barbardiya Municipality",0,1,3,0,2,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"588",51204,602,"Rural Municipality","Lumbini Province","Bardiya","Geruwa Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"589",51207,603,"Municipality ","Lumbini Province","Bardiya","Gulariya Municipality",1,0,3,3,0,1,8,5,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"590",51206,604,"Municipality ","Lumbini Province","Bardiya","Madhuwan Municipality",0,0,4,1,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"591",51205,605,"Municipality ","Lumbini Province","Bardiya","Rajapur Municipality",0,1,6,1,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"592",51203,606,"Municipality ","Lumbini Province","Bardiya","Thakurbaba Municipality",0,0,4,1,1,0,6,2,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"593",61007,608,"Rural Municipality","Karnali Province","Surkhet","Barahatal Rural Municipality",0,0,5,0,3,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"594",61005,609,"Municipality ","Karnali Province","Surkhet","Bheriganga Municipality",0,0,4,1,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"595",61006,610,"Municipality ","Karnali Province","Surkhet","Birendranagar Municipality",1,0,7,8,0,2,18,31,49,NA,NA,NA,NA,NA,NA,NA,NA,""
"596",61009,611,"Rural Municipality","Karnali Province","Surkhet","Chaukune Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"597",61002,612,"Rural Municipality","Karnali Province","Surkhet","Chingad Rural Municipality",0,1,4,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"598",61004,613,"Municipality ","Karnali Province","Surkhet","Gurbhakot Municipality",1,0,6,5,1,0,13,1,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"599",61003,614,"Municipality ","Karnali Province","Surkhet","Lekabeshi Municipality",0,1,4,0,2,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"600",61008,615,"Municipality ","Karnali Province","Surkhet","Panchapuri Municipality",0,1,4,0,2,0,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"601",61001,616,"Rural Municipality","Karnali Province","Surkhet","Simta Rural Municipality",0,0,8,0,2,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"602",60605,617,"Municipality ","Karnali Province","Dailekh","Aathbis Municipality",0,0,6,0,0,0,6,2,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"603",60609,618,"Rural Municipality","Karnali Province","Dailekh","Bhagawatimai Rural Municipality",0,0,6,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"604",60603,619,"Rural Municipality","Karnali Province","Dailekh","Bhairabi Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"605",60606,620,"Municipality ","Karnali Province","Dailekh","Chamunda Bindrasaini Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"606",60607,621,"Municipality ","Karnali Province","Dailekh","Dullu Municipality",1,0,9,1,0,0,11,3,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"607",60610,622,"Rural Municipality","Karnali Province","Dailekh","Dungeshwor Rural Municipality",0,0,4,0,0,0,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"608",60611,623,"Rural Municipality","Karnali Province","Dailekh","Gurans Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"609",60602,624,"Rural Municipality","Karnali Province","Dailekh","Mahabu Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"610",60608,625,"Municipality ","Karnali Province","Dailekh","Narayan Municipality",1,0,6,2,0,0,9,5,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"611",60601,626,"Rural Municipality","Karnali Province","Dailekh","Naumule Rural Municipality",0,1,6,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"612",60604,627,"Rural Municipality","Karnali Province","Dailekh","Thantikandh Rural Municipality",0,1,2,0,2,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"613",60701,628,"Rural Municipality","Karnali Province","Jajarkot","Barekot Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"614",60706,629,"Municipality ","Karnali Province","Jajarkot","Bheri Malika Municipality",1,0,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"615",60704,630,"Municipality ","Karnali Province","Jajarkot","Chhedagad Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"616",60703,631,"Rural Municipality","Karnali Province","Jajarkot","Junichande Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"617",60702,632,"Rural Municipality","Karnali Province","Jajarkot","Kuse Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"618",60705,633,"Rural Municipality","Karnali Province","Jajarkot","Shivalaya Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"619",60707,634,"Municipality ","Karnali Province","Jajarkot","Tribeni Nalagad Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"620",60108,635,"Rural Municipality","Karnali Province","Dolpa","Chharka Tangsong Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
